package,description,url,authors,category,msc,verified
Aggregation_Algebras,We develop algebras for aggregation and minimisation for weight matrices and for edge weights in graphs. We verify the correctness of Prim's and Kruskal's minimum spanning tree algorithms based on these algebras. We also show numerous instances of these algebras based on linearly ordered commutative semigroups.,https://www.isa-afp.org/entries/Aggregation_Algebras.html,Walter Guttmann,Mathematics/Algebra,08-xx,False
Quantales,"These mathematical components formalise basic properties of quantales, together with some important models, constructions, and concepts, including quantic nuclei and conuclei.",https://www.isa-afp.org/entries/Quantales.html,Georg Struth,Mathematics/Algebra,08-xx,False
Farkas,"We formalize a proof of Motzkin's transposition theorem and Farkas' lemma in Isabelle/HOL. Our proof is based on the formalization of the simplex algorithm which, given a set of linear constraints, either returns a satisfying assignment to the problem or detects unsatisfiability. By reusing facts about the simplex algorithm we show that a set of linear constraints is unsatisfiable if and only if there is a linear combination of the constraints which evaluates to a trivially unsatisfiable inequality.",https://www.isa-afp.org/entries/Farkas.html,"Ralph Bottesch, Max W. Haslbeck and RenÃ© Thiemann (rene /dot/ thiemann /at/ uibk /dot/ ac /dot/ at)",Mathematics/Algebra,08-xx,False
Groebner_Macaulay,"This entry formalizes the connection between GrÃ¶bner bases and Macaulay matrices (sometimes also referred to as `generalized Sylvester matrices'). In particular, it contains a method for computing GrÃ¶bner bases, which proceeds by first constructing some Macaulay matrix of the initial set of polynomials, then row-reducing this matrix, and finally converting the result back into a set of polynomials. The output is shown to be a GrÃ¶bner basis if the Macaulay matrix constructed in the first step is sufficiently large. In order to obtain concrete upper bounds on the size of the matrix (and hence turn the method into an effectively executable algorithm), DubÃ©'s degree bounds on GrÃ¶bner bases are utilized; consequently, they are also part of the formalization.",https://www.isa-afp.org/entries/Groebner_Macaulay.html,Alexander Maletzky,Mathematics/Algebra,08-xx,False
Linear_Inequalities,"We formalize results about linear inqualities, mainly from Schrijver's book. The main results are the proof of the fundamental theorem on linear inequalities, Farkas' lemma, CarathÃ©odory's theorem, the Farkas-Minkowsky-Weyl theorem, the decomposition theorem of polyhedra, and Meyer's result that the integer hull of a polyhedron is a polyhedron itself. Several theorems include bounds on the appearing numbers, and in particular we provide an a-priori bound on mixed-integer solutions of linear inequalities.",https://www.isa-afp.org/entries/Linear_Inequalities.html,"Ralph Bottesch, Alban Reynaud and RenÃ© Thiemann (rene /dot/ thiemann /at/ uibk /dot/ ac /dot/ at)",Mathematics/Algebra,08-xx,False
Linear_Programming,We use the previous formalization of the general simplex algorithm to formulate an algorithm for solving linear programs. We encode the linear programs using only linear constraints. Solving these constraints also solves the original linear program. This algorithm is proven to be sound by applying the weak duality theorem which is also part of this formalization.,https://www.isa-afp.org/entries/Linear_Programming.html,Julian Parsert and Cezary Kaliszyk,Mathematics/Algebra,08-xx,False
Jacobson_Basic_Algebra,"The focus of this case study is re-use in abstract algebra. It contains locale-based formalisations of selected parts of set, group and ring theory from Jacobson's Basic Algebra leading to the respective fundamental homomorphism theorems. The study is not intended as a library base for abstract algebra. It rather explores an approach towards abstract algebra in Isabelle.",https://www.isa-afp.org/entries/Jacobson_Basic_Algebra.html,Clemens Ballarin,Mathematics/Algebra,08-xx,False
Hybrid_Systems_VCs,"These components formalise a semantic framework for the deductive verification of hybrid systems. They support reasoning about continuous evolutions of hybrid programs in the style of differential dynamics logic. Vector fields or flows model these evolutions, and their verification is done with invariants for the former or orbits for the latter. Laws of modal Kleene algebra or categorical predicate transformers implement the verification condition generation. Examples show the approach at work.",https://www.isa-afp.org/entries/Hybrid_Systems_VCs.html,Jonathan Julian Huerta y Munive (jjhuertaymunive1 /at/ sheffield /dot/ ac /dot/ uk),Mathematics/Analysis,26-xx,False
Subset_Boolean_Algebras,"We present a collection of axiom systems for the construction of Boolean subalgebras of larger overall algebras. The subalgebras are defined as the range of a complement-like operation on a semilattice. This technique has been used, for example, with the antidomain operation, dynamic negation and Stone algebras. We present a common ground for these constructions based on a new equational axiomatisation of Boolean algebras.",https://www.isa-afp.org/entries/Subset_Boolean_Algebras.html,Walter Guttmann and Bernhard MÃ¶ller,Mathematics/Algebra,08-xx,False
Power_Sum_Polynomials,"This article provides a formalisation of the symmetric multivariate polynomials known as power sum polynomials. These are of the form pn(X1,…, Xk) = X1n + … + Xkn. A formal proof of the GirardâNewton Theorem is also given. This theorem relates the power sum polynomials to the elementary symmetric polynomials sk in the form of a recurrence relation (-1)k k sk = ∑i&isinv[0,k) (-1)i si pk-i . As an application, this is then used to solve a generalised form of a puzzle given as an exercise in Dummit and Foote's Abstract Algebra: For k complex unknowns x1, …, xk, define pj := x1j + … + xkj. Then for each vector a &isinv ℂk, show that there is exactly one solution to the system p1 = a1, …, pk = ak up to permutation of the xi and determine the value of pi for i>k.",https://www.isa-afp.org/entries/Power_Sum_Polynomials.html,Manuel Eberl,Mathematics/Algebra,08-xx,False
Formal_Puiseux_Series,"Formal Puiseux series are generalisations of formal power series and formal Laurent series that also allow for fractional exponents. They have the following general form: \[\sum_{i=N}^\infty a_{i/d} X^{i/d}\] where N is an integer and d is a positive integer. This entry defines these series including their basic algebraic properties. Furthermore, it proves the NewtonâPuiseux Theorem, namely that the Puiseux series over an algebraically closed field of characteristic 0 are also algebraically closed.",https://www.isa-afp.org/entries/Formal_Puiseux_Series.html,Manuel Eberl,Mathematics/Algebra,08-xx,False
Matrices_for_ODEs,"Our theories formalise various matrix properties that serve to establish existence, uniqueness and characterisation of the solution to affine systems of ordinary differential equations (ODEs). In particular, we formalise the operator and maximum norm of matrices. Then we use them to prove that square matrices form a Banach space, and in this setting, we show an instance of Picard-LindelÃ¶fâs theorem for affine systems of ODEs. Finally, we use this formalisation to verify three simple hybrid programs.",https://www.isa-afp.org/entries/Matrices_for_ODEs.html,Jonathan Julian Huerta y Munive (jjhuertaymunive1 /at/ sheffield /dot/ ac /dot/ uk),Mathematics/Analysis,26-xx,False
Grothendieck_Schemes,"We formalize mainstream structures in algebraic geometry culminating in Grothendieck's schemes: presheaves of rings, sheaves of rings, ringed spaces, locally ringed spaces, affine schemes and schemes. We prove that the spectrum of a ring is a locally ringed space, hence an affine scheme. Finally, we prove that any affine scheme is a scheme.",https://www.isa-afp.org/entries/Grothendieck_Schemes.html,"Anthony Bordg, Lawrence Paulson and Wenda Li",Mathematics/Geometry,51-xx,False
Banach_Steinhaus,We formalize in Isabelle/HOL a result due to S. Banach and H. Steinhaus known as the Banach-Steinhaus theorem or Uniform boundedness principle: a pointwise-bounded family of continuous linear operators from a Banach space to a normed space is uniformly bounded. Our approach is an adaptation to Isabelle/HOL of a proof due to A. Sokal.,https://www.isa-afp.org/entries/Banach_Steinhaus.html,Dominique Unruh and Jose Manuel Rodriguez Caballero,Mathematics/Analysis,46Bxx,True
Fourier,This development formalises the square integrable functions over the reals and the basics of Fourier series. It culminates with a proof that every well-behaved periodic function can be approximated by a Fourier series. The material is ported from HOL Light: https://github.com/jrh13/hol-light/blob/master/100/fourier.ml,https://www.isa-afp.org/entries/Fourier.html,Lawrence C Paulson,Mathematics/Analysis,42-xx,True
E_Transcendental,"This work contains a proof that Euler's number e is transcendental. The proof follows the standard approach of assuming that e is algebraic and then using a specific integer polynomial to derive two inconsistent bounds, leading to a contradiction. This kind of approach can be found in many different sources; this formalisation mostly follows a PlanetMath article by Roger Lipsett.",https://www.isa-afp.org/entries/E_Transcendental.html,Manuel Eberl,Mathematics/Analysis,11J81,True
Liouville_Numbers,"Liouville numbers are a class of transcendental numbers that can be approximated particularly well with rational numbers. Historically, they were the first numbers whose transcendence was proven. In this entry, we define the concept of Liouville numbers as well as the standard construction to obtain Liouville numbers (including Liouville's constant) and we prove their most important properties: irrationality and transcendence. The proof is very elementary and requires only standard arithmetic, the Mean Value Theorem for polynomials, and the boundedness of polynomials on compact intervals.",https://www.isa-afp.org/entries/Liouville_Numbers.html,Manuel Eberl,Mathematics/Number theory,11-xx,False
Descartes_Sign_Rule,"Descartes' Rule of Signs relates the number of positive real roots of a polynomial with the number of sign changes in its coefficient sequence. Our proof follows the simple inductive proof given by Rob Arthan, which was also used by John Harrison in his HOL Light formalisation. We proved most of the lemmas for arbitrary linearly-ordered integrity domains (e.g. integers, rationals, reals); the main result, however, requires the intermediate value theorem and was therefore only proven for real polynomials.",https://www.isa-afp.org/entries/Descartes_Sign_Rule.html,Manuel Eberl,Mathematics/Analysis,26-xx,False
Euler_MacLaurin,"The Euler-MacLaurin formula relates the value of a discrete sum to that of the corresponding integral in terms of the derivatives at the borders of the summation and a remainder term. Since the remainder term is often very small as the summation bounds grow, this can be used to compute asymptotic expansions for sums. This entry contains a proof of this formula for functions from the reals to an arbitrary Banach space. Two variants of the formula are given: the standard textbook version and a variant outlined in Concrete Mathematics that is more useful for deriving asymptotic estimates. As example applications, we use that formula to derive the full asymptotic expansion of the harmonic numbers and the sum of inverse squares.",https://www.isa-afp.org/entries/Euler_MacLaurin.html,Manuel Eberl,Mathematics/Analysis,65B15,True
Real_Impl,"We apply data refinement to implement the real numbers, where we support all numbers in the field extension Q[sqrt(b)], i.e., all numbers of the form p + q * sqrt(b) for rational numbers p and q and some fixed natural number b. To this end, we also developed algorithms to precisely compute roots of a rational number, and to perform a factorization of natural numbers which eliminates duplicate prime factors. Our results have been used to certify termination proofs which involve polynomial interpretations over the reals.",https://www.isa-afp.org/entries/Real_Impl.html,RenÃ© Thiemann (rene /dot/ thiemann /at/ uibk /dot/ ac /dot/ at),Mathematics/Analysis,26-xx,False
Lower_Semicontinuous,"We define the notions of lower and upper semicontinuity for functions from a metric space to the extended real line. We prove that a function is both lower and upper semicontinuous if and only if it is continuous. We also give several equivalent characterizations of lower semicontinuity. In particular, we prove that a function is lower semicontinuous if and only if its epigraph is a closed set. Also, we introduce the notion of the lower semicontinuous hull of an arbitrary function and prove its basic properties.",https://www.isa-afp.org/entries/Lower_Semicontinuous.html,Bogdan Grechuk (grechukbogdan /at/ yandex /dot/ ru),Mathematics/Analysis,26A15,True
Affine_Arithmetic,We give a formalization of affine forms as abstract representations of zonotopes. We provide affine operations as well as overapproximations of some non-affine operations like multiplication and division. Expressions involving those operations can automatically be turned into (executable) functions approximating the original expression in affine arithmetic.,https://www.isa-afp.org/entries/Affine_Arithmetic.html,Fabian Immler,Mathematics/Analysis,26-xx,False
Laplace_Transform,"This entry formalizes the Laplace transform and concrete Laplace transforms for arithmetic functions, frequency shift, integration and (higher) differentiation in the time domain. It proves Lerch's lemma and uniqueness of the Laplace transform for continuous functions. In order to formalize the foundational assumptions, this entry contains a formalization of piecewise continuous functions and functions of exponential order.",https://www.isa-afp.org/entries/Laplace_Transform.html,Fabian Immler,Mathematics/Analysis,44A10,True
Cauchy,This document presents the mechanised proofs of two popular theorems attributed to Augustin Louis Cauchy - Cauchy's Mean Theorem and the Cauchy-Schwarz Inequality.,https://www.isa-afp.org/entries/Cauchy.html,Benjamin Porter,Mathematics/Analysis,46C05,True
Integration,"Lebesgue-style integration plays a major role in advanced probability. We formalize concepts of elementary measure theory, real-valued random variables as Borel-measurable functions, and a stepwise inductive definition of the integral itself. All proofs are carried out in human readable style using the Isar language.",https://www.isa-afp.org/entries/Integration.html,Stefan Richter,Mathematics/Analysis,28A25,True
Ordinary_Differential_Equations,"Session Ordinary-Differential-Equations formalizes ordinary differential equations (ODEs) and initial value problems. This work comprises proofs for local and global existence of unique solutions (Picard-LindelÃ¶f theorem). Moreover, it contains a formalization of the (continuous or even differentiable) dependency of the flow on initial conditions as the flow of ODEs. Not in the generated document are the following sessions: HOL-ODE-Numerics: Rigorous numerical algorithms for computing enclosures of solutions based on Runge-Kutta methods and affine arithmetic. Reachability analysis with splitting and reduction at hyperplanes. HOL-ODE-Examples: Applications of the numerical algorithms to concrete systems of ODEs. Lorenz_C0, Lorenz_C1: Verified algorithms for checking C1-information according to Tucker's proof, computation of C0-information.",https://www.isa-afp.org/entries/Ordinary_Differential_Equations.html,Fabian Immler and Johannes HÃ¶lzl,Mathematics/Analysis,65L06,True
Sqrt_Babylonian,"We implement the Babylonian method to compute n-th roots of numbers. We provide precise algorithms for naturals, integers and rationals, and offer an approximation algorithm for square roots over linear ordered fields. Moreover, there are precise algorithms to compute the floor and the ceiling of n-th roots.",https://www.isa-afp.org/entries/Sqrt_Babylonian.html,RenÃ© Thiemann (rene /dot/ thiemann /at/ uibk /dot/ ac /dot/ at),Mathematics/Analysis,26-xx,False
Sturm_Sequences,"Sturm's Theorem states that polynomial sequences with certain properties, so-called Sturm sequences, can be used to count the number of real roots of a real polynomial. This work contains a proof of Sturm's Theorem and code for constructing Sturm sequences efficiently. It also provides the âsturmâ proof method, which can decide certain statements about the roots of real polynomials, such as âthe polynomial P has exactly n roots in the interval Iâ or âP(x) > Q(x) for all x ∈ ℝâ.",https://www.isa-afp.org/entries/Sturm_Sequences.html,Manuel Eberl,Mathematics/Analysis,26-xx,False
Sturm_Tarski,"We have formalized the Sturm-Tarski theorem (also referred as the Tarski theorem), which generalizes Sturm's theorem. Sturm's theorem is usually used as a way to count distinct real roots, while the Sturm-Tarksi theorem forms the basis for Tarski's classic quantifier elimination for real closed field.",https://www.isa-afp.org/entries/Sturm_Tarski.html,Wenda Li,Mathematics/Analysis,26-xx,False
Special_Function_Bounds,"This development proves upper and lower bounds for several familiar real-valued functions. For sin, cos, exp and sqrt, it defines and verifies infinite families of upper and lower bounds, mostly based on Taylor series expansions. For arctan, ln and exp, it verifies a finite collection of upper and lower bounds, originally obtained from the functions' continued fraction expansions using the computer algebra system Maple. A common theme in these proofs is to take the difference between a function and its approximation, which should be zero at one point, and then consider the sign of the derivative. The immediate purpose of this development is to verify axioms used by MetiTarski, an automatic theorem prover for real-valued special functions. Crucial to MetiTarski's operation is the provision of upper and lower bounds for each function of interest.",https://www.isa-afp.org/entries/Special_Function_Bounds.html,Lawrence C. Paulson,Mathematics/Analysis,26-xx,False
Landau_Symbols,"This entry provides Landau symbols to describe and reason about the asymptotic growth of functions for sufficiently large inputs. A number of simplification procedures are provided for additional convenience: cancelling of dominated terms in sums under a Landau symbol, cancelling of common factors in products, and a decision procedure for Landau expressions containing products of powers of functions like x, ln(x), ln(ln(x)) etc.",https://www.isa-afp.org/entries/Landau_Symbols.html,Manuel Eberl,Mathematics/Analysis,26-xx,False
Error_Function,"This entry provides the definitions and basic properties of the complex and real error function erf and the complementary error function erfc. Additionally, it gives their full asymptotic expansions.",https://www.isa-afp.org/entries/Error_Function.html,Manuel Eberl,Mathematics/Analysis,26-xx,False
Akra_Bazzi,"This article contains a formalisation of the Akra-Bazzi method based on a proof by Leighton. It is a generalisation of the well-known Master Theorem for analysing the complexity of Divide & Conquer algorithms. We also include a generalised version of the Master theorem based on the Akra-Bazzi theorem, which is easier to apply than the Akra-Bazzi theorem itself. Some proof methods that facilitate applying the Master theorem are also included. For a more detailed explanation of the formalisation and the proof methods, see the accompanying paper (publication forthcoming).",https://www.isa-afp.org/entries/Akra_Bazzi.html,Manuel Eberl,Mathematics/Analysis,26-xx,False
Zeta_Function,"This entry builds upon the results about formal and analytic Dirichlet series to define the Hurwitz ζ function ζ(a,s) and, based on that, the Riemann ζ function ζ(s). This is done by first defining them for ℜ(z) > 1 and then successively extending the domain to the left using the Euler–MacLaurin formula. Apart from the most basic facts such as analyticity, the following results are provided: the Stieltjes constants and the Laurent expansion of ζ(s) at s = 1 the non-vanishing of ζ(s) for ℜ(z) ≥ 1 the relationship between ζ(a,s) and Γ the special values at negative integers and positive even integers Hurwitz's formula and the reflection formula for ζ(s) the Hadjicostas–Chapman formula The entry also contains Euler's analytic proof of the infinitude of primes, based on the fact that ζ(s) has a pole at s = 1.",https://www.isa-afp.org/entries/Zeta_Function.html,Manuel Eberl,Mathematics/Number theory,11-xx,False
Linear_Recurrences,"Linear recurrences with constant coefficients are an interesting class of recurrence equations that can be solved explicitly. The most famous example are certainly the Fibonacci numbers with the equation f(n) = f(n-1) + f(n - 2) and the quite non-obvious closed form (φn - (-φ)-n) / √5 where φ is the golden ratio. In this work, I build on existing tools in Isabelle – such as formal power series and polynomial factorisation algorithms – to develop a theory of these recurrences and derive a fully executable solver for them that can be exported to programming languages like Haskell.",https://www.isa-afp.org/entries/Linear_Recurrences.html,Manuel Eberl,Mathematics/Analysis,26-xx,False
Lambert_W,"The Lambert W function is a multi-valued function defined as the inverse function of x ↦ x ex. Besides numerous applications in combinatorics, physics, and engineering, it also frequently occurs when solving equations containing both ex and x, or both x and log x. This article provides a definition of the two real-valued branches W0(x) and W-1(x) and proves various properties such as basic identities and inequalities, monotonicity, differentiability, asymptotic expansions, and the MacLaurin series of W0(x) at x = 0.",https://www.isa-afp.org/entries/Lambert_W.html,Manuel Eberl,Mathematics/Analysis,26-xx,False
Cartan_FP,"The Cartan fixed point theorems concern the group of holomorphic automorphisms on a connected open set of Cn. Ciolli et al. have formalised the one-dimensional case of these theorems in HOL Light. This entry contains their proofs, ported to Isabelle/HOL. Thus it addresses the authors' remark that ""it would be important to write a formal proof in a language that can be read by both humans and machines"".",https://www.isa-afp.org/entries/Cartan_FP.html,Lawrence C. Paulson,Mathematics/Analysis,26-xx,False
Stirling_Formula,"This work contains a proof of Stirling's formula both for the factorial $n! \sim \sqrt{2\pi n} (n/e)^n$ on natural numbers and the real Gamma function $\Gamma(x)\sim \sqrt{2\pi/x} (x/e)^x$. The proof is based on work by Graham Jameson. This is then extended to the full asymptotic expansion $$\log\Gamma(z) = \big(z - \tfrac{1}{2}\big)\log z - z + \tfrac{1}{2}\log(2\pi) + \sum_{k=1}^{n-1} \frac{B_{k+1}}{k(k+1)} z^{-k}\\ {} - \frac{1}{n} \int_0^\infty B_n([t])(t + z)^{-n}\,\text{d}t$$ uniformly for all complex $z\neq 0$ in the cone $\text{arg}(z)\leq \alpha$ for any $\alpha\in(0,\pi)$, with which the above asymptotic relation for Γ is also extended to complex arguments.",https://www.isa-afp.org/entries/Stirling_Formula.html,Manuel Eberl,Mathematics/Analysis,26-xx,False
Lp,"Lp is the space of functions whose p-th power is integrable. It is one of the most fundamental Banach spaces that is used in analysis and probability. We develop a framework for function spaces, and then implement the Lp spaces in this framework using the existing integration theory in Isabelle/HOL. Our development contains most fundamental properties of Lp spaces, notably the HÃ¶lder and Minkowski inequalities, completeness of Lp, duality, stability under almost sure convergence, multiplication of functions in Lp and Lq, stability under conditional expectation.",https://www.isa-afp.org/entries/Lp.html,Sebastien Gouezel,Mathematics/Analysis,26-xx,False
Bernoulli,"Bernoulli numbers were first discovered in the closed-form expansion of the sum 1m + 2m + … + nm for a fixed m and appear in many other places. This entry provides three different definitions for them: a recursive one, an explicit one, and one through their exponential generating function. In addition, we prove some basic facts, e.g. their relation to sums of powers of integers and that all odd Bernoulli numbers except the first are zero, and some advanced facts like their relationship to the Riemann zeta function on positive even integers. We also prove the correctness of the Akiyama–Tanigawa algorithm for computing Bernoulli numbers with reasonable efficiency, and we define the periodic Bernoulli polynomials (which appear e.g. in the Euler–MacLaurin summation formula and the expansion of the log-Gamma function) and prove their basic properties.",https://www.isa-afp.org/entries/Bernoulli.html,Lukas Bulwahn (lukas /dot/ bulwahn /at/ gmail /dot/ com) and Manuel Eberl,Mathematics/Number theory,11-xx,False
Winding_Number_Eval,"In complex analysis, the winding number measures the number of times a path (counterclockwise) winds around a point, while the Cauchy index can approximate how the path winds. This entry provides a formalisation of the Cauchy index, which is then shown to be related to the winding number. In addition, this entry also offers a tactic that enables users to evaluate the winding number by calculating Cauchy indices.",https://www.isa-afp.org/entries/Winding_Number_Eval.html,Wenda Li,Mathematics/Analysis,26-xx,False
Count_Complex_Roots,"Based on evaluating Cauchy indices through remainder sequences, this entry provides an effective procedure to count the number of complex roots (with multiplicity) of a polynomial within a rectangle box or a half-plane. Potential applications of this entry include certified complex root isolation (of a polynomial) and testing the Routh-Hurwitz stability criterion (i.e., to check whether all the roots of some characteristic polynomial have negative real parts).",https://www.isa-afp.org/entries/Count_Complex_Roots.html,Wenda Li,Mathematics/Analysis,26-xx,False
Green,"We formalise a statement of Greenâs theoremâthe first formalisation to our knowledgeâin Isabelle/HOL. The theorem statement that we formalise is enough for most applications, especially in physics and engineering. Our formalisation is made possible by a novel proof that avoids the ubiquitous line integral cancellation argument. This eliminates the need to formalise orientations and region boundaries explicitly with respect to the outwards-pointing normal vector. Instead we appeal to a homological argument about equivalences between paths.",https://www.isa-afp.org/entries/Green.html,Mohammad Abdulaziz and Lawrence C. Paulson,Mathematics/Analysis,26-xx,False
Irrationality_J_Hancl,"We formalize with Isabelle/HOL a proof of a theorem by J. Hancl asserting the irrationality of the sum of a series consisting of rational numbers, built up by sequences that fulfill certain properties. Even though the criterion is a number theoretic result, the proof makes use only of analytical arguments. We also formalize a corollary of the theorem for a specific series fulfilling the assumptions of the theorem.",https://www.isa-afp.org/entries/Irrationality_J_Hancl.html,Angeliki Koutsoukou-Argyraki and Wenda Li,Mathematics/Number theory,11-xx,False
Budan_Fourier,"This entry is mainly about counting and approximating real roots (of a polynomial) with multiplicity. We have first formalised the Budan-Fourier theorem: given a polynomial with real coefficients, we can calculate sign variations on Fourier sequences to over-approximate the number of real roots (counting multiplicity) within an interval. When all roots are known to be real, the over-approximation becomes tight: we can utilise this theorem to count real roots exactly. It is also worth noting that Descartes' rule of sign is a direct consequence of the Budan-Fourier theorem, and has been included in this entry. In addition, we have extended previous formalised Sturm's theorem to count real roots with multiplicity, while the original Sturm's theorem only counts distinct real roots. Compared to the Budan-Fourier theorem, our extended Sturm's theorem always counts roots exactly but may suffer from greater computational cost.",https://www.isa-afp.org/entries/Budan_Fourier.html,Wenda Li,Mathematics/Analysis,26-xx,False
Smooth_Manifolds,"We formalize the definition and basic properties of smooth manifolds in Isabelle/HOL. Concepts covered include partition of unity, tangent and cotangent spaces, and the fundamental theorem of path integrals. We also examine some concrete manifolds such as spheres and projective spaces. The formalization makes extensive use of the analysis and linear algebra libraries in Isabelle/HOL, in particular its âtypes-to-setsâ mechanism.",https://www.isa-afp.org/entries/Smooth_Manifolds.html,Fabian Immler and Bohua Zhan,Mathematics/Topology,22-xx,False
Transcendence_Series_Hancl_Rucki,We formalize the proofs of two transcendence criteria by J. HanÄl and P. Rucki that assert the transcendence of the sums of certain infinite series built up by sequences that fulfil certain properties. Both proofs make use of Roth's celebrated theorem on diophantine approximations to algebraic numbers from 1955 which we implement as an assumption without having formalised its proof.,https://www.isa-afp.org/entries/Transcendence_Series_Hancl_Rucki.html,Angeliki Koutsoukou-Argyraki and Wenda Li,Mathematics/Number theory,11-xx,False
Poincare_Bendixson,"The PoincarÃ©-Bendixson theorem is a classical result in the study of (continuous) dynamical systems. Colloquially, it restricts the possible behaviors of planar dynamical systems: such systems cannot be chaotic. In practice, it is a useful tool for proving the existence of (limiting) periodic behavior in planar systems. The theorem is an interesting and challenging benchmark for formalized mathematics because proofs in the literature rely on geometric sketches and only hint at symmetric cases. It also requires a substantial background of mathematical theories, e.g., the Jordan curve theorem, real analysis, ordinary differential equations, and limiting (long-term) behavior of dynamical systems.",https://www.isa-afp.org/entries/Poincare_Bendixson.html,Fabian Immler and Yong Kiam Tan,Mathematics/Analysis,26-xx,False
Irrational_Series_Erdos_Straus,"We formalise certain irrationality criteria for infinite series of the form: \[\sum_{n=1}^\infty \frac{b_n}{\prod_{i=1}^n a_i} \] where $\{b_n\}$ is a sequence of integers and $\{a_n\}$ a sequence of positive integers with $a_n >1$ for all large n. The results are due to P. ErdÅs and E. G. Straus [1]. In particular, we formalise Theorem 2.1, Corollary 2.10 and Theorem 3.1. The latter is an application of Theorem 2.1 involving the prime numbers.",https://www.isa-afp.org/entries/Irrational_Series_Erdos_Straus.html,Angeliki Koutsoukou-Argyraki and Wenda Li,Mathematics/Number theory,11-xx,False
Three_Circles,"The Descartes test based on Bernstein coefficients and Descartesâ rule of signs effectively (over-)approximates the number of real roots of a univariate polynomial over an interval. In this entry we formalise the theorem of three circles, which gives sufficient conditions for when the Descartes test returns 0 or 1. This is the first step for efficient root isolation.",https://www.isa-afp.org/entries/Three_Circles.html,Fox Thomson (foxthomson0 /at/ gmail /dot/ com) and Wenda Li,Mathematics/Analysis,26-xx,False
DiscretePricing,"We have formalized the computation of fair prices for derivative products in discrete financial models. As an application, we derive a way to compute fair prices of derivative products in the Cox-Ross-Rubinstein model of a financial market, thus completing the work that was presented in this paper.",https://www.isa-afp.org/entries/DiscretePricing.html,Mnacho Echenim,Mathematics/Games and economics,91-xx,False
Random_Graph_Subgraph_Threshold,"Random graphs are graphs with a fixed number of vertices, where each edge is present with a fixed probability. We are interested in the probability that a random graph contains a certain pattern, for example a cycle or a clique. A very high edge probability gives rise to perhaps too many edges (which degrades performance for many algorithms), whereas a low edge probability might result in a disconnected graph. We prove a theorem about a threshold probability such that a higher edge probability will asymptotically almost surely produce a random graph with the desired subgraph.",https://www.isa-afp.org/entries/Random_Graph_Subgraph_Threshold.html,Lars Hupel,Mathematics/Graph theory,05Cxx,False
Ergodic_Theory,"Ergodic theory is the branch of mathematics that studies the behaviour of measure preserving transformations, in finite or infinite measure. It interacts both with probability theory (mainly through measure theory) and with geometry as a lot of interesting examples are from geometric origin. We implement the first definitions and theorems of ergodic theory, including notably PoicarÃ© recurrence theorem for finite measure preserving systems (together with the notion of conservativity in general), induced maps, Kac's theorem, Birkhoff theorem (arguably the most important theorem in ergodic theory), and variations around it such as conservativity of the corresponding skew product, or Atkinson lemma.",https://www.isa-afp.org/entries/Ergodic_Theory.html,Sebastien Gouezel,Mathematics/Probability theory,60-xx,False
Source_Coding_Theorem,"This document contains a proof of the necessary condition on the code rate of a source code, namely that this code rate is bounded by the entropy of the source. This represents one half of Shannon's source coding theorem, which is itself an equivalence.",https://www.isa-afp.org/entries/Source_Coding_Theorem.html,Quentin Hibon (qh225 /at/ cl /dot/ cam /dot/ ac /dot/ uk) and Lawrence C. Paulson,Mathematics/Probability theory,60-xx,False
Buffons_Needle,"In the 18th century, Georges-Louis Leclerc, Comte de Buffon posed and later solved the following problem, which is often called the first problem ever solved in geometric probability: Given a floor divided into vertical strips of the same width, what is the probability that a needle thrown onto the floor randomly will cross two strips? This entry formally defines the problem in the case where the needle's position is chosen uniformly at random in a single strip around the origin (which is equivalent to larger arrangements due to symmetry). It then provides proofs of the simple solution in the case where the needle's length is no greater than the width of the strips and the more complicated solution in the opposite case.",https://www.isa-afp.org/entries/Buffons_Needle.html,Manuel Eberl,Mathematics/Geometry,51-xx,False
Laws_of_Large_Numbers,"The Law of Large Numbers states that, informally, if one performs a random experiment $X$ many times and takes the average of the results, that average will be very close to the expected value $E[X]$. More formally, let $(X_i)_{i\in\mathbb{N}}$ be a sequence of independently identically distributed random variables whose expected value $E[X_1]$ exists. Denote the running average of $X_1, \ldots, X_n$ as $\overline{X}_n$. Then: The Weak Law of Large Numbers states that $\overline{X}_{n} \longrightarrow E[X_1]$ in probability for $n\to\infty$, i.e. $\mathcal{P}(|\overline{X}_{n} - E[X_1]| > \varepsilon) \longrightarrow 0$ as $n\to\infty$ for any $\varepsilon > 0$. The Strong Law of Large Numbers states that $\overline{X}_{n} \longrightarrow E[X_1]$ almost surely for $n\to\infty$, i.e. $\mathcal{P}(\overline{X}_{n} \longrightarrow E[X_1]) = 1$. In this entry, I formally prove the strong law and from it the weak law. The approach used for the proof of the strong law is a particularly quick and slick one based on ergodic theory, which was formalised by GouÃ«zel in another AFP entry.",https://www.isa-afp.org/entries/Laws_of_Large_Numbers.html,Manuel Eberl,Mathematics/Probability theory,60-xx,False
