package,url,description,authors,msc,verified
coq-recursive-definition,https://github.com/coq-contribs/recursive-definition,"This module provides a facility to define recursive functions in an ML-like style, giving a fixpoint equation, a variant and a well-founded relation. A pure function is then generated, together with a theorem giving the fixpoint equation. THIS IS MAINLY A TEST CONTRIB, BEFORE INTEGRATION IN COQ.","Antonia Balaa, Yves Bertot",NA,False
coq-reduction-effects,https://github.com/coq-community/reduction-effects,A Coq plugin to add reduction side effects to some Coq reduction strategies,,None,False
coq-reflexive-first-order,https://github.com/coq-contribs/reflexive-first-order,"This contribution is a package which can be used to interpret firstorder proofs provided by an external theorem prover, using computational reflexion.",Pierre Corbineau,NA,False
coq-regexp,https://github.com/coq-contribs/regexp,"The Library RegExp is a Coq library for regular expression. The implementation is based on the Janusz Brzozowski's algorithm (""Derivatives of Regular Expressions"", Journal of the ACM 1964). The RegExp library satisfies the axioms of Kleene Algebra. The proofs are shown in the library.",Takashi Miyamoto,68Q45,False
coq-reglang,https://github.com/coq-community/reglang,"This library provides definitions and verified translations between different representations of regular languages: various forms of automata (deterministic, nondeterministic, one-way, two-way), regular expressions, and the logic WS1S. It also contains various decidability results and closure properties of regular languages.","Christian Doczkal, Jan-Oliver Kaiser, Gert Smolka",68Q45,False
coq-relation-algebra,http://perso.ens-lyon.fr/damien.pous/ra/,Relation Algebra and KAT in Coq,"Damien Pous, Christian Doczkal",03G15,True
coq-relation-extraction,https://github.com/coq-contribs/relation-extraction,This plugin introduces a new set of extraction commands that generates functional code form inductive specifications.,"Catherine Dubois, David Delahaye, Pierre-Nicolas Tollitte",68N20,False
coq-rem,https://github.com/coq-contribs/rem,A formalisation of Rem Theorem in Baire space,Henk Barendregt,14Pxx,False
coq-rewriter,https://github.com/mit-plv/rewriter,Reflective PHOAS rewriting/pattern-matching-compilation framework for simply-typed equalities and let-lifting,"Google Inc., Massachusetts Institute of Technology",None,False
coq-rewriter-perf-Fast,https://github.com/mit-plv/rewriter,Performance Benchmark for Reflective PHOAS rewriting/pattern-matching-compilation framework for simply-typed equalities and let-lifting,"Google Inc., Massachusetts Institute of Technology",None,False
coq-rewriter-perf-Medium,https://github.com/mit-plv/rewriter,Performance Benchmark for Reflective PHOAS rewriting/pattern-matching-compilation framework for simply-typed equalities and let-lifting,"Google Inc., Massachusetts Institute of Technology",None,False
coq-rewriter-perf-Slow,https://github.com/mit-plv/rewriter,Performance Benchmark for Reflective PHOAS rewriting/pattern-matching-compilation framework for simply-typed equalities and let-lifting,"Google Inc., Massachusetts Institute of Technology",None,False
coq-rewriter-perf-SuperFast,https://github.com/mit-plv/rewriter,Performance Benchmark for Reflective PHOAS rewriting/pattern-matching-compilation framework for simply-typed equalities and let-lifting,"Google Inc., Massachusetts Institute of Technology",None,False
coq-rewriter-perf-VerySlow,https://github.com/mit-plv/rewriter,Performance Benchmark for Reflective PHOAS rewriting/pattern-matching-compilation framework for simply-typed equalities and let-lifting,"Google Inc., Massachusetts Institute of Technology",None,False
coq-robot,https://github.com/affeldt-aist/robot,"This library is a formalization of the mathematics of rigid body transformations in the Coq proof-assistant. It can be used to address the forward kinematics problem of robot manipulators. It contains theories for angles, three-dimensional geometry (including three-dimensional rotations, skew-symmetric matrices, quaternions), rigid body transformations (isometries, homogeneous representation, Denavit-Hartenberg convention, screw motions), and an application to the SCARA robot manipulator.","Reynald Affeldt, AIST, Cyril Cohen, Inria, Laurent Thery, Inria",None,False
coq-rsa,https://github.com/coq-contribs/rsa,This directory contains the proof of correctness of RSA algorithm. It contains a proof of Fermat's little theorem,"Jose C. Almeida, Laurent Théry",68Wxx,False
coq-ruler-compass-geometry,https://github.com/coq-contribs/ruler-compass-geometry,This library contains an axiomatization of the ruler and compass euclidian geometry. Files A1 to A6 contain the axioms and the basic constructions. The other files build the proof that this axiomatization induces the whole plane geometry except the continuity axiom. For that the proofs of the Hilbert's axioms conclude this work in the files E1 to E5.,Jean Duprat,51-xx,False
coq-scev,https://github.com/bollu/SCEV-coq,Proofs and simplification lemmas of an algebraic theory of recurrences,Siddharth Bhat,NA,False
coq-schroeder,https://github.com/coq-contribs/schroeder,"Fraenkel's proof of Schroeder-Bernstein theorem on decidable sets is formalized in a constructive variant of set theory based on stratified universes (the one defined in the Ensemble library). The informal proof can be found for instance in ""Axiomatic Set Theory"" from P. Suppes.",Hugo herbelin,03Exx,False
coq-search-trees,https://github.com/coq-contribs/search-trees,"Algorithms for collecting, searching, inserting and deleting elements in binary search trees on nat",Pierre Castéran,68Q65,False
coq-semantics,https://github.com/coq-community/semantics,"This is a survey of programming language semantics styles for a miniature example of a programming language, with their encoding in Coq, the proofs of equivalence of different styles, and the proof of soundess of tools obtained from axiomatic semantics or abstract interpretation.  The tools can be run inside Coq, thus making them available for proof by reflection, and the code can also be extracted and connected to a yacc-based parser, thanks to the use of a functor parameterized by a module type of strings.  A hand-written parser is also provided in Coq, but there are no proofs associated.",Yves Bertot,68Q55,False
coq-sf-plf,https://softwarefoundations.cis.upenn.edu/,"Programming Language Foundations, surveys the theory of programming languages, including operational semantics, Hoare logic, and static type systems.","Benjamin C. Pierce, Arthur Azevedo de Amorim, Chris Casinghino, Marco Gaboardi, Michael Greenberg, Cătălin Hriţcu, Vilhelm Sjöberg, Andrew Tolmach, Brent Yorgey",None,False
coq-shuffle,https://github.com/coq-contribs/shuffle,"A full axiomatization and proof development of a non-trivial property of binary sequences, inspired from a card trick of N. Gilbreath.",Gérard Huet,00A08,True
coq-simple-io,https://github.com/Lysxia/coq-simple-io,"This library provides tools to implement IO programs directly in Coq, in a similar style to Haskell. Facilities for formal verification are not included.  IO is defined as a parameter with a purely functional interface in Coq, to be extracted to OCaml. Some wrappers for the basic types and functions in the OCaml Pervasives module are provided. Users are free to define their own APIs on top of this IO type.",,None,False
coq-smc,https://github.com/coq-contribs/smc,"Provides BDD algorithms, a symbolic model checker for the modal mu-calculus based on it, together with a garbage collector",Kumar Neeraj Verma,68Wxx,False
coq-smpl,https://github.com/uds-psl/smpl,"Smpl is useful for proof automation in Coq. Smpl provides named lists of tactics to which tactics can be added with Coq commands. A special tactic called 'smpl foo' executes the tactics in the lists named foo in order, until one of them succeeds. Smpl works across modules by merging tactics from all imports according to a priority number that can be provided upon addition. Smpl thus allows to modify the behavior of a tactic after it is defined in a convenient and modular way.","Sigurd Schneider, Yannick Forster, Fabian Kunze",None,False
coq-smt-check,https://github.com/gmalecha/coq-smt-check,Invoke SMT solvers to check goals,,None,False
coq-smtcoq,https://smtcoq.github.io/,"- a certified checker for proof witnesses coming from the SAT solver ZChaff and the SMT solvers veriT and CVC4. This checker increases the confidence in these tools by checking their answers a posteriori and allows to import new theroems proved by these solvers in Coq; - decision procedures through new tactics that discharge some Coq goals to ZChaff, veriT, CVC4, and their combination","Michaël Armand, Valentin Blot, Amina Bousalem, Quentin Garchery, Benjamin Grégoire, Chantal Keller, Burak Ekici, Alain Mebsout",68Wxx,False
coq-sniper,https://github.com/smtcoq/sniper,"Sniper is a Coq plugin that provides a new Coq tactic, snipe, for general proof automation.  This plugin is an extension of SMTCoq, a plugin to safely call external SMT solvers from Coq. Sniper extends SMTCoq by translating (a subset) of Coq goals into first-order logic before calling SMTCoq.  The translation is implemented through a combination of modular, small transformations that independently eliminate specific aspects of Coq logic towards first-order logic. These small transformations are safe, either generating proof terms on the fly (certifying transformations) or being proved once and for all in Coq (certified transformations).","Valentin Blot, Louise Dubois de Prisque, Chantal Keller, Pierre Vial",68Wxx,False
coq-square-matrices,https://github.com/coq-contribs/square-matrices,This development is a formalization of Chris Okasaki's article ``From Fast Exponentiation to Square Matrices: An Adventure in Types'',Jean-Christophe Filliâtre,06-xx,False
coq-squiggle-eq,https://github.com/aa755/SquiggleEq,"based on ideas in the following paper:  Howe, Douglas J. “Equality in Lazy Computation Systems.” In LICS, 198–203, 1989.","Abhishek Anand, Vincent Rahli",None,False
coq-ssreflect,http://ssr.msr-inria.inria.fr/,The Small Scale Reflection extension,"Jeremy Avigad, Andrea Asperti, Stephane Le Roux, Yves Bertot, Laurence Rideau, Enrico Tassi, Ioana Pasca, Georges Gonthier, Sidi Ould Biha, Cyril Cohen, Francois Garillot, Alexey Solovyev, Russell O'Connor, Laurent Théry, Assia Mahboubi",None,False
coq-stalmarck,https://github.com/coq-community/stalmarck,A two-level approach to prove tautologies using Stålmarck's algorithm in Coq.,"Pierre Letouzey, Laurent Théry",68Wxx,False
coq-stalmarck-tactic,https://github.com/coq-community/stalmarck,Coq tactic and verified tool for proving tautologies using Stålmarck's algorithm,"Pierre Letouzey, Laurent Théry",NA,False
coq-stdpp,https://gitlab.mpi-sws.org/iris/stdpp,"The key features of this library are as follows:  - It provides a great number of definitions and lemmas for common data   structures such as lists, finite maps, finite sets, and finite multisets. - It uses type classes for common notations (like `∅`, `∪`, and Haskell-style   monad notations) so that these can be overloaded for different data structures. - It uses type classes to keep track of common properties of types, like it   having decidable equality or being countable or finite. - Most data structures are represented in canonical ways so that Leibniz   equality can be used as much as possible (for example, for maps we have   `m1 = m2` iff `∀ i, m1 !! i = m2 !! i`). On top of that, the library provides   setoid instances for most types and operations. - It provides various tactics for common tasks, like an ssreflect inspired   `done` tactic for finishing trivial goals, a simple breadth-first solver   `naive_solver`, an equality simplifier `simplify_eq`, a solver `solve_proper`   for proving compatibility of functions with respect to relations, and a solver   `set_solver` for goals involving set operations. - It is entirely dependency- and axiom-free.",,None,False
coq-streams,https://github.com/coq-contribs/streams,"Proof of Eratosthene Sieve formalised using streams encoded as greatest fixpoints. See paper: @InProceedings{LePa94,   author =       ""F. Leclerc and C. Paulin-Mohring"",   title =        ""Programming with Streams in {Coq}. A case study : The Sieve of Eratosthenes"",   editor =       ""H. Barendregt and T. Nipkow"",   volume =       806,   series =       ""LNCS"",   booktitle =    ""{Types for Proofs and Programs, Types' 93}"",   year =         1994,   publisher =    ""Springer-Verlag"" }","François Leclerc, Christine Paulin-Mohring",11-xx,False
coq-string,https://github.com/coq-contribs/string,Strings as list of characters.,Laurent Théry,NA,False
coq-struct-tact,https://github.com/uwplse/StructTact,"A Coq library of ""structural tactics"" and lemmas about lists and finite types that use the tactics.","Ryan Doenges, Karl Palmskog, Keith Simmons, James R. Wilcox, Doug Woos",68Q65,False
coq-subst,https://github.com/coq-contribs/subst,"The confluence of Hardin-Lévy lambda-sigma-lift-calcul is proven. By the way, several standard definition and results about rewriting systems are proven (Newman's lemma, Yokouchi's lemma, ...).",Amokrane Saïbi,68N18,False
coq-sudoku,https://github.com/ftp://ftp-sop.inria.fr/lemme/Laurent.Thery/Sudoku.zip,A formalisation of Sudoku in Coq. It implements a naive Davis-Putnam procedure to solve sudokus.,Laurent Théry,00A08,True
coq-sum-of-two-square,https://github.com/coq-contribs/sum-of-two-square,A proof that a number n can be written as the sum of two square numbers if and only if each prime factor p of n that is equal to 3 modulo 4 has its exponent in the decomposition of n that is even.,Laurent Thery,11-xx,False
coq-switch,https://github.com/vzaliva/coq-switch,"It allows easier dispatch on several constant values of a type with decidable equality. Given a type, boolean equality predicate, and list of choices, it will generate (using TemplateCoq) an inductive type with constructors, one for each of the choices, and a function mapping values to this type.",Vadim Zaliva,NA,False
coq-tactician,https://coq-tactician.github.io,"Tactician is a tactic learner and prover for the Coq Proof Assistant.   The system will help users make tactical proof decisions while they retain   control over the general proof strategy. To this end, Tactician will learn   from previously written tactic scripts, and either gives the user suggestions   about the next tactic to be executed or altogether takes over the burden of   proof synthesis. Tactician's goal is to provide the user with a seamless,   interactive, and intuitive experience together with strong, adaptive proof   automation.",,NA,False
coq-tactician-dummy,https://coq-tactician.github.io,"This package acts as a stand-in for the Tactician plugin (`coq-tactician`).   It provides short files that replicate Tactician's tactics without actually   doing much. This is useful when you have a development that uses Tactician   that you want to package up. In most situations, it is not a good idea to   have your package directly depend on `coq-tactician`. Instead you should load   Tactician through your `coqrc` file. In order for your package to be compilable   by others, your package can depend on this package. Just add   `From Tactician import Ltac1Dummy` in your development and you are good to go.",,NA,False
coq-tactician-stdlib,https://coq-tactician.github.io,"*** WARNING *** This package will overwrite Coq's standard library files.    This package recompiles Coq's standard library with Tactician's (`coq-tactician`)   instrumentation loaded such that Tactician can learn from the library. When you   install this package, the current `.vo` files of the standard library are backed   in the folder `user-contrib/Tactician/stdlib-backup`. Then exactly the same `.vo`   files are installed, except that they also contain Tactician's tactic databases.   Upon removal of this package, the original files will be placed back.",,NA,False
coq-tait,https://github.com/coq-contribs/tait,"This is a formalization of Berger's TLCA'93 paper, with complete proofs of the axioms and an extraction of a normalization program close to N.B.E.","Pierre Letouzey, Helmut Schwichtenberg",03B38,False
coq-tarski-geometry,http://dpt-info.u-strasbg.fr/~narboux/tarski.html,"This is a formalization of geometry using a simplified version of Tarski's axiom system. The development contains a formalization of the chapters 1-8 of the book ""Metamathematische Methoden in der Geometrie"" by W. Schwabhäuser, W. Szmielew and A. Tarski. This includes between properties, congruence properties,   midpoint, perpendicular lines, point reflection, orthogonality ... This development aims to be a low level complement for Frédérique Guilhot's development about high-school geometry.  For more information see: Mechanical Theorem Proving in Tarski's geometry in the post-proceeding of ADG 2006, F. Botana and T. Recio (Eds.), LNAI 4869, pages 139-156, 2007.",Julien Narboux,51-xx,False
coq-template-coq,https://template-coq.github.io/template-coq,"Template Coq is a quoting library for Coq. It takes Coq terms and constructs a representation of their syntax tree as a Coq inductive data type. The representation is based on the kernel's term representation.  In addition to a complete reification and denotation of CIC terms, Template Coq includes:  - Reification of the environment structures, for constant and inductive declarations. - Denotation of terms and global declarations - A monad for manipulating global declarations, calling the type   checker, and inserting them in the global environment, in the style of   MetaCoq/MTac. - A partial type-checker for the Calculus of Inductive Constructions,   runnable as a plugin. - Example plugins built on top of this.","Abhishek Anand, Simon Boulier, Cyril Cohen, Gregory Malecha, Matthieu Sozeau, Nicolas Tabareau",None,False
coq-three-gap,https://github.com/coq-contribs/three-gap,This proof uses the real numbers. It is a classical proof.,Micaela Mayero,52-xx,False
coq-tlc,https://github.com/charguer/tlc,"Provides an alternative to the core of the Coq standard library, using classic definitions.",Arthur Charguéraud,NA,False
coq-topology,https://github.com/coq-community/topology,This library develops some of the basic concepts and results of general topology in Coq.,Daniel Schepler,22A05,True
coq-tortoise-hare-algorithm,https://github.com/coq-contribs/tortoise-hare-algorithm,"Correctness proof of Floyd's cycle-finding algorithm, also known as the ""tortoise and the hare""-algorithm. See http://en.wikipedia.org/wiki/Floyd's_cycle-finding_algorithm",Jean-Christophe Filliâtre,68Wxx,False
coq-traversable-fincontainer,https://github.com/oconnorr/traversable-fincontainer,A Coq proof that all Traversable functors are isomorphic to finitary containers.,Russell O'Connor,68Q65,False
coq-tree-automata,https://github.com/coq-contribs/tree-automata,"provides tree automatas algorithms in Coq (merge, intersection, vacuity test, deletion of empty states, coaccessiblity test, deletion of non coaccessible states)",Xavier Rival [http://www.eleves.ens.fr/home/rival],68Q45,False
coq-tree-calculus,https://github.com/barry-jay-personal/tree-calculus,"This library accompanies the book *Reflective Programs in Tree Calculus*.  In tree calculus, computations are given by natural trees, i.e. finitely-branching trees without labels. The functions, data structures, programs, inputs, outputs and values are all given by binary trees.  The trees are built as combinations of a single operator. It has three evaluation rules, for leaves stems and forks.  This is enough to support reflective programs such as a size function that can decide its own size,  an equality program that can decide its own equality, and self-evaluators than can evaluate themselves.  Since this does not require any meta-theory for, say, substitution, quotation, serialisation or Goedel numbers,  it is simpler and more powerful than traditional models of computation.    The organisation of the proofs is shown in the _CoqProject file, with one or two files per chapter.",Barry Jay,68N18,False
coq-tree-diameter,https://github.com/coq-contribs/tree-diameter,This contribution contains the verification of a divide-and-conquer algorithm to compute the diameter of a binary tree (the maxmimal distance between two nodes in the tree).,Jean-Christophe Filliâtre,68Wxx,False
coq-type-infer,https://github.com/fetburner/type-infer,A formal verification of algorithm W,Masayuki Mizuno,None,False
coq-typing-flags,https://github.com/SimonBoulier/TypingFlags,"A Coq plugin to disable positivity check, guard check and termination check",Simon Boulier,NA,False
coq-unicoq,https://github.com/unicoq/unicoq,An enhanced unification algorithm for Coq,"Matthieu Sozeau, Beta Ziliani",None,False
coq-unimath,https://github.com/UniMath/UniMath,Library of Univalent Mathematics,The UniMath Development Team,03F65,True
coq-unimath-category-theory,https://github.com/UniMath/UniMath,Aims to formalize a substantial body of mathematics using the univalent point of view,The UniMath Development Team,03F65,True
coq-unimath-dedekind,https://github.com/UniMath/UniMath,Aims to formalize a substantial body of mathematics using the univalent point of view,The UniMath Development Team,03F65,True
coq-unimath-foundations,https://github.com/UniMath/UniMath,Aims to formalize a substantial body of mathematics using the univalent point of view,The UniMath Development Team,03F65,True
coq-unimath-ktheory,https://github.com/UniMath/UniMath,Aims to formalize a substantial body of mathematics using the univalent point of view,The UniMath Development Team,03F65,True
coq-unimath-substitution-systems,https://github.com/UniMath/UniMath,Aims to formalize a substantial body of mathematics using the univalent point of view,The UniMath Development Team,03F65,True
coq-unimath-tactics,https://github.com/UniMath/UniMath,Aims to formalize a substantial body of mathematics using the univalent point of view,The UniMath Development Team,03F65,True
coq-universe-comparator,https://amintimany.github.io/UniverseComparator/html/test.html,A tool to compare universe levels in Coq,Amin Timany,None,False
coq-validsdp,https://sourcesup.renater.fr/validsdp/,"ValidSDP is a library for the Coq formal proof assistant. It provides reflexive tactics to prove multivariate inequalities involving real-valued variables and rational constants, using SDP solvers as untrusted back-ends and verified checkers based on libValidSDP.  Once installed, you can import the following modules: From Coq Require Import Reals. From ValidSDP Require Import validsdp.","Érik Martin-Dorel, Pierre Roux",NA,False
coq-verdi,https://github.com/uwplse/verdi,"Verdi is a Coq framework to implement and formally verify distributed systems. Verdi supports several different fault models ranging from idealistic to realistic. Verdi's verified system transformers (VSTs) encapsulate common fault tolerance techniques. Developers can verify an application in an idealized fault model, and then apply a VST to obtain an application that is guaranteed to have analogous properties in a more adversarial environment.","Justin Adsuara, Steve Anton, Ryan Doenges, Karl Palmskog, Pavel Panchekha, Zachary Tatlock, James R. Wilcox, Doug Woos",68Q85,False
coq-verdi-raft,https://github.com/uwplse/verdi-raft,"Raft is a distributed consensus algorithm that is designed to be easy to understand and is equivalent to Paxos in fault tolerance and performance. Verdi Raft is a verified implementation of Raft in Coq, constructed using the Verdi framework. Included is a verified fault-tolerant key-value store using Raft.","Justin Adsuara, Steve Anton, Ryan Doenges, Karl Palmskog, Pavel Panchekha, Zachary Tatlock, James R. Wilcox, Doug Woos",68Q85,False
coq-void,https://github.com/arthuraa/coq-void,MathComp instances for the empty type (Empty_set),Arthur Azevedo de Amorim,68Q65,False
coq-vst,http://vst.cs.princeton.edu/,"The software toolchain includes static analyzers to check assertions about your program; optimizing compilers to translate your program to machine language; operating systems and libraries to supply context for your program. The Verified Software Toolchain project assures with machine-checked proofs that the assertions claimed at the top of the toolchain really hold in the machine-language program, running in the operating-system context.","Andrew W. Appel, Lennart Beringer, Sandrine Blazy, Qinxiang Cao, Santiago Cuellar, Robert Dockins, Josiah Dodds, Nick Giannarakis, Samuel Gruetter, Aquinas Hobor, Jean-Marie Madiot, William Mansky",68Q55,False
coq-vst-32,http://vst.cs.princeton.edu/,"The software toolchain includes static analyzers to check assertions about your program; optimizing compilers to translate your program to machine language; operating systems and libraries to supply context for your program. The Verified Software Toolchain project assures with machine-checked proofs that the assertions claimed at the top of the toolchain really hold in the machine-language program, running in the operating-system context.","Andrew W. Appel, Lennart Beringer, Sandrine Blazy, Qinxiang Cao, Santiago Cuellar, Robert Dockins, Josiah Dodds, Nick Giannarakis, Samuel Gruetter, Aquinas Hobor, Jean-Marie Madiot, William Mansky",68Q55,False
coq-vst-64,http://vst.cs.princeton.edu/,"The software toolchain includes static analyzers to check assertions about your program; optimizing compilers to translate your program to machine language; operating systems and libraries to supply context for your program. The Verified Software Toolchain project assures with machine-checked proofs that the assertions claimed at the top of the toolchain really hold in the machine-language program, running in the operating-system context.","Andrew W. Appel, Lennart Beringer, Sandrine Blazy, Qinxiang Cao, Santiago Cuellar, Robert Dockins, Josiah Dodds, Nick Giannarakis, Samuel Gruetter, Aquinas Hobor, Jean-Marie Madiot, William Mansky",68Q55,False
coq-waterproof,https://github.com/impermeable/coq-waterproof,"The Waterproof library provides tactics, notations, and mathematical theories geared towards use in Mathematics educational environments. It aims to provide syntax such that proof scripts mimic handwritten mathematical proofs.","Jim Portegies, Cosmin Manea, Lulof Pirée, Adrian Vrămuleţ, Tudor Voicu",97-xx,False
coq-weak-up-to,http://perso.ens-lyon.fr/damien.pous/upto/,"This contribution is the formalisation of a paper that appeared in Proc. of ICALP 2005: ""Up-to Techniques for Weak Bisimulation"". First we define a framework for defining up-to techniques for weak bisimulation in a modular way. Then we prove the correctness of some new up-to techniques, based on termination guarantees. Notably, a generalisation of Newman's Lemma to commutation results is established.",Damien Pous,68Q85,False
coq-yalla,https://perso.ens-lyon.fr/olivier.laurent/yalla/,YALLA: an LL library for Coq   Yet Another deep embedding of Linear Logic in Coq,Olivier Laurent,03-xx,False
coq-zchinese,https://github.com/coq-contribs/zchinese,This is a rewriting of the contribution chinese-lemma using Zarith,Valérie Ménissier-Morain,11-xx,False
coq-zf,https://github.com/coq-contribs/zf,An axiomatisation of intuitionistic Zermelo-Fraenkel set theory,Guillaume Alexandre,03Exx,False
coq-zfc,https://github.com/coq-contribs/zfc,"The encoding of Zermelo-Fraenkel Set Theory is largely inspired by Peter Aczel's work dating back to the eighties. A type Ens is defined, which represents sets. Two predicates IN and EQ stand for membership and extensional equality between sets. The axioms of ZFC are then proved and thus appear as theorems in the development.    A main motivation for this work is the comparison of the respective expressive power of Coq and ZFC.    A non-computational type-theoretical axiom of choice is necessary to prove the replacement schemata and the set-theoretical AC.    The main difference between this work and Peter Aczel's is that propositions are defined on the impredicative level Prop. Since the definition of Ens is, however, still unchanged, I also added most of Peter Aczel's definition. The main advantage of Aczel's approach is a more constructive vision of the existential quantifier (which gives the set-theoretical axiom of choice for free).",Benjamin Werner,03Exx,False
coq-zorns-lemma,https://github.com/coq-community/topology,This Coq library develops some basic set theory. The main purpose the author had in writing it was as support for the Topology library.,Daniel Schepler,03Exx,False
coq-zsearch-trees,https://github.com/coq-contribs/zsearch-trees,"Algorithms for collecting, searching, inserting and deleting elements in binary search trees on Z",Pierre Castéran,68Q65,False
itauto,https://gitlab.inria.fr/fbesson/itauto,'itauto' is a reflexive SAT solver parameterised by a leaf tactic and Nelson-Oppen support,Frédéric Besson,None,False
menhir,http://gitlab.inria.fr/fpottier/menhir,An LR(1) parser generator,"François Pottier, Yann Régis-Gianas",None,False
menhirLib,http://gitlab.inria.fr/fpottier/menhir,Runtime support library for parsers generated by Menhir,"François Pottier, Yann Régis-Gianas",None,False
menhirSdk,http://gitlab.inria.fr/fpottier/menhir,Compile-time library for auxiliary tools related to Menhir,"François Pottier, Yann Régis-Gianas",None,False
